19256, 0
17977, 1
18455, 2
18396, 3
18558, 4
22749, 5
22005, 6
19168, 7
19052, 8
19304, 9
19089, 10
18880, 11
19682, 12
18707, 13
19034, 14
18899, 15
18772, 16
18383, 17
18138, 18
17931, 19
17828, 20
18051, 21
18633, 22
18284, 23
18397, 24
18278, 25
18652, 26
18756, 27
19400, 28
20017, 29
20963, 30
19951, 31
19600, 32
19364, 33
24092, 34
21197, 35
20339, 36
20965, 37
21358, 38
22957, 39
22715, 40
23721, 41
24660, 42
26010, 43
29484, 44
30531, 45
31180, 46
32880, 47
38482, 48
43423, 49
45519, 50
47211, 51
47472, 52
48084, 53
49559, 54
49089, 55
49493, 56
52533, 57
51137, 58
51036, 59
51292, 60
51119, 61
48684, 62
48548, 63
51922, 64
56476, 65
69973, 66
73822, 67
81132, 68
85698, 69
85851, 70
91904, 71
97413, 72
99326, 73
107219, 74
109111, 75
112943, 76
113997, 77
114919, 78
117145, 79
122642, 80
126189, 81
125861, 82
122111, 83
120740, 84
119917, 85
124265, 86
122553, 87
120016, 88
119671, 89
124577, 90
121663, 91
121555, 92
121855, 93
125086, 94
126687, 95
126870, 96
127915, 97
131905, 98
131922, 99
133943, 100
132761, 101
133436, 102
131582, 103
130877, 104
129741, 105
128115, 106
126311, 107
125348, 108
126031, 109
126129, 110
124781, 111
127871, 112
128388, 113
128990, 114
128615, 115
125940, 116
122296, 117
119051, 118
121142, 119
119836, 120
143058, 121
122253, 122
121453, 123
117934, 124
116095, 125
117938, 126
116772, 127
112922, 128
110697, 129
112421, 130
107540, 131
106650, 132
107262, 133
107518, 134
105698, 135
107174, 136
107610, 137
110739, 138
118078, 139
137068, 140
164681, 141
182802, 142
201944, 143
209723, 144
227310, 145
238128, 146
251417, 147
265102, 148
271301, 149
275286, 150
278996, 151
293614, 152
296938, 153
305489, 154
312863, 155
321072, 156
322653, 157
331553, 158
354244, 159
343339, 160
348984, 161
350437, 162
350211, 163
355672, 164
374178, 165
380080, 166
391019, 167
398395, 168
406529, 169
417457, 170
434589, 171
442277, 172
442883, 173
445792, 174
453088, 175
458876, 176
467171, 177
467105, 178
462964, 179
464044, 180
462130, 181
467698, 182
463602, 183
468035, 184
479412, 185
472543, 186
469373, 187
470010, 188
465570, 189
467931, 190
464683, 191
460998, 192
463472, 193
464496, 194
466800, 195
471196, 196
492007, 197
470612, 198
492909, 199
472380, 200
473880, 201
478796, 202
478884, 203
475741, 204
472796, 205
465422, 206
473676, 207
470961, 208
496209, 209
475516, 210
478648, 211
480941, 212
485489, 213
493885, 214
490490, 215
494357, 216
497034, 217
493358, 218
496710, 219
500221, 220
507588, 221
520046, 222
524392, 223
524595, 224
528255, 225
529689, 226
523844, 227
526952, 228
532900, 229
553507, 230
524202, 231
536841, 232
540589, 233
542319, 234
541935, 235
538985, 236
540428, 237
535895, 238
530452, 239
525087, 240
525663, 241
528727, 242
530850, 243
539524, 244
521521, 245
524907, 246
532273, 247
530756, 248
531501, 249
531515, 250
537879, 251
539972, 252
541501, 253
538421, 254
546397, 255
551657, 256
560096, 257
565742, 258
567520, 259
576972, 260
582694, 261
585983, 262
587493, 263
586387, 264
587822, 265
586582, 266
613664, 267
608680, 268
619254, 269
589862, 270
611204, 271
613673, 272
573071, 273
639335, 274
598622, 275
595807, 276
593444, 277
594955, 278
606808, 279
570108, 280
570716, 281
572636, 282
574549, 283
581689, 284
587999, 285
598875, 286
597646, 287
595094, 288
640332, 289
605382, 290
610738, 291
617540, 292
619329, 293
625430, 294
623730, 295
629298, 296
636034, 297
641293, 298
661271, 299
673252, 300
685938, 301
694288, 302
704419, 303
711034, 304
707039, 305
717054, 306
720762, 307
728927, 308
730991, 309
737527, 310
739292, 311
741138, 312
738737, 313
740080, 314
745667, 315
790850, 316
786905, 317
756723, 318
799626, 319
809415, 320
746644, 321
754236, 322
751894, 323
756653, 324
757240, 325
767852, 326
771908, 327
770719, 328
771556, 329
770236, 330
771724, 331
779282, 332
780962, 333
787333, 334
830091, 335
839053, 336
830179, 337
787935, 338
801474, 339
807722, 340
811682, 341
801129, 342
805880, 343
801649, 344
806487, 345
827262, 346
799791, 347
803501, 348
806774, 349
805626, 350
808994, 351
808918, 352
809891, 353
814445, 354
813581, 355
866017, 356
859967, 357
857621, 358
861826, 359
866066, 360
815807, 361
821192, 362
816919, 363
817783, 364
824616, 365
818827, 366
816038, 367
814552, 368
820677, 369
824071, 370
828451, 371
826682, 372
824462, 373
828016, 374
834434, 375
872956, 376
841350, 377
871528, 378
856935, 379
853896, 380
850962, 381
852486, 382
856298, 383
859728, 384
861099, 385
859702, 386
859937, 387
859199, 388
860107, 389
861415, 390
858534, 391
862098, 392
862545, 393
916135, 394
914257, 395
900960, 396
909632, 397
916993, 398
892435, 399
1139084, 400
884591, 401
881735, 402
874994, 403
875429, 404
876904, 405
859412, 406
860687, 407
863510, 408
861741, 409
861450, 410
926007, 411
860695, 412
859914, 413
900605, 414
859897, 415
863099, 416
856045, 417
852132, 418
850936, 419
881971, 420
853980, 421
852352, 422
842420, 423
835497, 424
851631, 425
825809, 426
824054, 427
841981, 428
825176, 429
872804, 430
862423, 431
813957, 432
868697, 433
891229, 434
859120, 435
808734, 436
815331, 437
819534, 438
826563, 439
823984, 440
826354, 441
823249, 442
824768, 443
826710, 444
814556, 445
815440, 446
810833, 447
813203, 448
829292, 449
806143, 450
810385, 451
804812, 452
827714, 453
803013, 454
807917, 455
803011, 456
806965, 457
803989, 458
814821, 459
810665, 460
804205, 461
798669, 462
793858, 463
802047, 464
792736, 465
789764, 466
781656, 467
778800, 468
820278, 469
811370, 470
769891, 471
836616, 472
834501, 473
844997, 474
795395, 475
794893, 476
768901, 477
749950, 478
756444, 479
749474, 480
752786, 481
754690, 482
750972, 483
749838, 484
745984, 485
743249, 486
741680, 487
743637, 488
743634, 489
741763, 490
734288, 491
731689, 492
724949, 493
720531, 494
715190, 495
748765, 496
707703, 497
697642, 498
689350, 499
679069, 500
663017, 501
644543, 502
639663, 503
632557, 504
627222, 505
628414, 506
623871, 507
616882, 508
613833, 509
607904, 510
606166, 511
598653, 512
631902, 513
624037, 514
620105, 515
590362, 516
621274, 517
591927, 518
583117, 519
627294, 520
579029, 521
614252, 522
611457, 523
597392, 524
598562, 525
603825, 526
599708, 527
568734, 528
578782, 529
583747, 530
584272, 531
587160, 532
588170, 533
587427, 534
590643, 535
589207, 536
590170, 537
588634, 538
585313, 539
583022, 540
568664, 541
569295, 542
566910, 543
553800, 544
547871, 545
560082, 546
546813, 547
540208, 548
540003, 549
533183, 550
531683, 551
530934, 552
532131, 553
527413, 554
521132, 555
519056, 556
514815, 557
512627, 558
510343, 559
509377, 560
514660, 561
521784, 562
521691, 563
522663, 564
525941, 565
526298, 566
523870, 567
520381, 568
541096, 569
535095, 570
533450, 571
522817, 572
514324, 573
540547, 574
530935, 575
505204, 576
546350, 577
505580, 578
491808, 579
484581, 580
480809, 581
478153, 582
473655, 583
505698, 584
468733, 585
466346, 586
466930, 587
462293, 588
461907, 589
458323, 590
461321, 591
453655, 592
451584, 593
452696, 594
453043, 595
459622, 596
462705, 597
462560, 598
458187, 599
456636, 600
456679, 601
455485, 602
458944, 603
455863, 604
451529, 605
449273, 606
447336, 607
443976, 608
448384, 609
451297, 610
452371, 611
460132, 612
453758, 613
455001, 614
453554, 615
453442, 616
448996, 617
452303, 618
446413, 619
449146, 620
447248, 621
452354, 622
452202, 623
444071, 624
439141, 625
431805, 626
428915, 627
427947, 628
420192, 629
404377, 630
394022, 631
385701, 632
378895, 633
368110, 634
362563, 635
352567, 636
343006, 637
343417, 638
352262, 639
345309, 640
335019, 641
330507, 642
322766, 643
320762, 644
311448, 645
304296, 646
297199, 647
293314, 648
279168, 649
275613, 650
268937, 651
259117, 652
249679, 653
251240, 654
227121, 655
204731, 656
208210, 657
181524, 658
164173, 659
135730, 660
117479, 661
109458, 662
105981, 663
105752, 664
104221, 665
106671, 666
105785, 667
105773, 668
105248, 669
111538, 670
109239, 671
110404, 672
115162, 673
116109, 674
113923, 675
114861, 676
119177, 677
119120, 678
120607, 679
118413, 680
119265, 681
117277, 682
126441, 683
124187, 684
126847, 685
127145, 686
126993, 687
126501, 688
140431, 689
124278, 690
123494, 691
123849, 692
124523, 693
126503, 694
128274, 695
129710, 696
130471, 697
132406, 698
131159, 699
132417, 700
130702, 701
130834, 702
126474, 703
125788, 704
125528, 705
