123977, 706
120857, 707
120461, 708
120434, 709
119813, 710
117974, 711
118631, 712
121599, 713
122621, 714
121428, 715
119353, 716
120865, 717
124654, 718
124759, 719
121238, 720
115807, 721
113567, 722
112604, 723
111733, 724
107911, 725
105685, 726
97988, 727
96185, 728
90493, 729
84146, 730
84189, 731
79435, 732
72436, 733
69025, 734
55161, 735
52722, 736
51341, 737
47923, 738
49750, 739
49976, 740
49551, 741
49851, 742
51083, 743
48267, 744
47877, 745
48375, 746
46626, 747
46349, 748
45789, 749
44190, 750
41921, 751
37284, 752
31637, 753
29852, 754
29292, 755
28248, 756
24700, 757
23333, 758
22263, 759
21360, 760
21568, 761
19783, 762
19339, 763
18895, 764
19567, 765
18424, 766
17874, 767
18281, 768
18389, 769
19532, 770
18419, 771
17958, 772
17485, 773
17400, 774
16865, 775
16869, 776
16852, 777
17076, 778
16719, 779
16678, 780
16655, 781
16671, 782
17009, 783
17245, 784
17519, 785
17622, 786
17441, 787
18254, 788
17358, 789
17618, 790
17946, 791
17595, 792
17875, 793
20661, 794
21557, 795
17635, 796
17403, 797
17168, 798
16815, 799
